3,5,,,,,,,,,,
4,4,,,,,,,,,,
5,5,,,,,,,,,,
4,5,,,,,,,,,,
4,5,,,,,,,,,,
5,5,,,,,,,,,,
5,2,,,,,,,,,,
1,5,,,,,,,,,,
3,5,,,,,,,,,,
4,4,,,,,,,,,,
5,5,,,,,,,,,,
3,4,,,,,,,,,,
1,5,,,,,,,,,,
4,4,,,,,,,,,,
5,5,,,,,,,,,,
0,5,,,,,,,,,,
3,4,,,,,,,,,,
4,5,,,,,,,,,,
5,1,,,,,,,,,,
3,4,,,,,,,,,,
2,3,,,,,,,,,,
5,5,,,,,,,,,,
3,5,,,,,,,,,,
3,5,,,,,,,,,,
1,5,,,,,,,,,,
2,5,,,,,,,,,,
4,5,,,,,,,,,,
4,5,,,,,,,,,,
5,5,,,,,,,,,,
4,5,,,,,,,,,,
